H0	H1	H2	C0	C1	C2	
ENSG00000259428	2	0	1	66	31	2
ENSG00000259430	1	0	0	0	0	1
ENSG00000259431	247	101	14	297	156	67
ENSG00000259432	0	0	0	0	1	0
ENSG00000259433	0	1	0	0	1	0
ENSG00000259434	0	0	0	0	0	0
ENSG00000259436	3	1	0	3	0	0
ENSG00000259437	0	0	0	0	0	0
ENSG00000259438	4	4	0	5	2	1
ENSG00000259439	243	7	3	4	1	0
ENSG00000259440	1	0	1	0	1	0
ENSG00000259441	0	0	1	1	0	0
ENSG00000259442	5	5	1	2	1	4
ENSG00000259445	5	6	0	1	0	0
ENSG00000259446	2	0	24	0	9	7
ENSG00000259447	0	0	0	0	0	0
ENSG00000259448	5	3	1	4	0	1
ENSG00000259450	3	0	0	0	0	0
ENSG00000259452	0	0	0	0	0	0
ENSG00000259453	0	0	0	0	0	0
ENSG00000259456	34	14	50	163	56	11
ENSG00000259457	0	0	0	0	0	0
ENSG00000259458	0	0	0	0	3	0
ENSG00000259459	0	0	0	0	0	0
ENSG00000259460	0	2	0	0	2	0
ENSG00000259461	11	21	43	9	24	8
ENSG00000259462	2	0	0	2	1	3
ENSG00000259463	0	0	0	1	0	0
ENSG00000259464	1	0	1	1	0	0
ENSG00000259465	6	1	2	6	1	1
ENSG00000259466	3	1	3	7	0	0
ENSG00000259468	3	2	0	0	3	3
ENSG00000259469	4	2	1	0	0	0
ENSG00000259471	0	1	0	0	0	0
ENSG00000259473	0	0	0	0	0	0
ENSG00000259474	0	0	0	0	2	0
ENSG00000259475	4	0	0	1	2	1
ENSG00000259476	0	0	0	0	0	0
ENSG00000259477	0	1	4	0	0	1
ENSG00000259478	0	0	0	0	1	0
ENSG00000259481	0	0	0	1	1	0
ENSG00000259482	0	0	0	0	0	0
ENSG00000259483	0	0	0	0	0	0
ENSG00000259485	80	13	8	28	74	3
ENSG00000259488	30	11	38	114	81	9
ENSG00000259489	2	1	1	0	0	0
ENSG00000259494	642	475	353	598	616	267
ENSG00000259495	44	7	49	28	8	0
ENSG00000259496	1	0	0	0	0	0
ENSG00000259498	0	276	204	19	2627	396
ENSG00000259499	0	0	0	0	0	0
ENSG00000259500	4	56	130	5	23	10
ENSG00000259502	0	0	1	0	0	0
ENSG00000259503	0	0	0	0	0	0
ENSG00000259504	2	0	0	0	1	0
ENSG00000259505	0	0	0	1	1	0
ENSG00000259507	0	0	0	0	0	0
ENSG00000259508	0	1	0	0	0	0
ENSG00000259509	0	0	1	0	0	0
ENSG00000259513	3	0	0	0	0	1
ENSG00000259514	0	0	1	2	0	2
ENSG00000259515	17	12	2	12	29	24
ENSG00000259516	389	355	273	245	279	81
ENSG00000259517	0	0	0	0	1	0
ENSG00000259518	0	0	25	1	0	2
ENSG00000259520	1	0	0	0	0	2
ENSG00000259521	2	2	0	4	5	3
ENSG00000259522	0	0	28	0	1	0
ENSG00000259527	2	0	0	0	0	0
ENSG00000259528	0	0	0	0	0	0
ENSG00000259529	17	34	4	17	25	14
ENSG00000259530	0	0	0	0	0	0
ENSG00000259531	45	116	82	59	105	59
ENSG00000259532	0	0	0	0	0	0
ENSG00000259534	0	0	0	0	0	0
ENSG00000259536	8	3	1	12	21	9
ENSG00000259540	0	0	0	0	0	0
ENSG00000259541	1	0	0	1	0	0
ENSG00000259542	0	1	0	0	0	0
ENSG00000259543	0	0	0	0	0	0
ENSG00000259544	3	8	2	3	6	4
ENSG00000259545	0	0	1	86	76	17
ENSG00000259547	0	1	0	0	0	0
ENSG00000259548	0	0	2	10	28	4
ENSG00000259550	0	1	0	0	0	0
ENSG00000259554	0	0	0	0	0	0
ENSG00000259555	6	0	0	0	0	0
ENSG00000259556	57	120	15	322	222	9
ENSG00000259558	4	13	26	0	4	2
ENSG00000259560	0	0	0	0	0	0
ENSG00000259561	0	0	0	0	0	0
ENSG00000259562	15	7	3	23	20	5
ENSG00000259563	1	0	0	3	1	0
ENSG00000259564	0	0	0	1	0	0
ENSG00000259569	0	0	0	1	0	0
ENSG00000259571	0	0	0	0	1	0
ENSG00000259572	0	0	0	0	0	0
ENSG00000259573	0	0	0	0	0	1
ENSG00000259575	0	0	0	0	0	0
ENSG00000259577	24	4	0	21	13	10
ENSG00000259579	0	0	0	0	0	0
ENSG00000259581	75	235	85	73	89	14
ENSG00000259582	0	0	0	0	1	0
ENSG00000259583	16	9	1	2	16	5
ENSG00000259584	1	0	0	0	0	0
ENSG00000259585	109	73	34	46	77	28
ENSG00000259586	0	0	0	0	0	0
ENSG00000259587	3	0	0	1	0	0
ENSG00000259588	0	0	0	0	0	0
ENSG00000259589	0	0	1	0	0	0
ENSG00000259590	0	0	0	0	0	0
ENSG00000259591	0	0	0	0	0	0
ENSG00000259593	0	0	0	0	0	0
ENSG00000259594	3	3	1	3	2	0
ENSG00000259595	4	1	0	6	6	9
ENSG00000259598	0	0	0	0	3	5
ENSG00000259600	0	0	0	0	0	0
ENSG00000259601	9	3	7	7	2	1
ENSG00000259602	0	0	0	0	0	0
ENSG00000259604	0	0	0	0	0	0
ENSG00000259605	24	34	42	11	24	6
ENSG00000259609	0	0	0	0	0	0
ENSG00000259610	3	6	0	1	2	3
ENSG00000259614	2	4	8	4	6	7
ENSG00000259615	0	0	0	0	0	0
ENSG00000259616	0	1	0	0	1	0
ENSG00000259617	0	0	0	0	0	0
ENSG00000259618	0	1	0	1	2	1
ENSG00000259619	12	5	1	8	4	1
ENSG00000259620	0	0	0	0	0	0
ENSG00000259621	0	0	0	0	0	0
ENSG00000259622	5	0	1	33	36	5
ENSG00000259623	111	105	60	143	237	90
ENSG00000259624	0	0	0	0	0	0
ENSG00000259626	0	0	0	0	0	0
ENSG00000259631	0	0	0	0	1	0
ENSG00000259632	119	58	208	54	52	20
ENSG00000259635	3	2	0	3	1	0
ENSG00000259636	0	0	0	0	0	0
ENSG00000259639	0	0	0	0	0	0
ENSG00000259641	0	0	0	0	0	0
ENSG00000259642	48	34	73	8	35	16
ENSG00000259644	1	4	2	0	0	1
ENSG00000259645	0	0	0	0	2	2
ENSG00000259648	6	2	4	7	3	2
ENSG00000259649	0	1	0	1	1	0
ENSG00000259650	0	0	0	0	0	0
ENSG00000259651	0	0	0	0	0	0
ENSG00000259654	0	0	0	0	0	0
ENSG00000259657	20	9	5	6	12	2
ENSG00000259659	4	2	1	3	3	9
ENSG00000259660	0	0	0	0	0	1
ENSG00000259663	1	16	15	0	22	4
ENSG00000259664	4	0	0	5	7	0
ENSG00000259665	2	1	0	3	4	0
ENSG00000259666	1	1	0	0	2	0
ENSG00000259668	9	7	0	1	3	0
ENSG00000259669	0	0	0	0	0	0
ENSG00000259670	7	3	0	1	3	2
ENSG00000259671	1	0	0	0	0	0
ENSG00000259672	0	0	0	0	0	0
ENSG00000259673	38	60	7	28	27	19
ENSG00000259674	0	0	0	0	0	0
ENSG00000259675	0	0	0	0	0	0
ENSG00000259676	2	1	0	0	0	0
ENSG00000259677	4	4	0	60	58	10
ENSG00000259678	0	0	0	0	0	0
ENSG00000259681	0	0	0	0	0	0
ENSG00000259682	1	1	0	0	1	0
ENSG00000259685	0	3	0	0	0	0
ENSG00000259686	1	2	2	0	0	0
ENSG00000259687	7	3	0	7	2	4
ENSG00000259688	2	4	29	0	0	0
ENSG00000259690	0	0	1	2	0	0
ENSG00000259691	0	1	0	0	0	0
ENSG00000259695	0	0	1	0	0	0
ENSG00000259696	44	38	4	66	45	22
ENSG00000259697	0	0	0	0	0	0
ENSG00000259699	41	17	100	8	4	3
ENSG00000259700	1	0	0	4	0	1
ENSG00000259701	1	0	0	0	0	0
ENSG00000259702	0	1	0	0	1	0
ENSG00000259703	1	0	0	0	0	0
ENSG00000259704	3	0	0	2	1	0
ENSG00000259705	3	0	0	1	1	3
ENSG00000259706	3772	1834	3433	1387	1577	881
ENSG00000259707	87	66	122	50	56	10
ENSG00000259708	0	0	0	0	0	0
ENSG00000259709	2	0	0	1	0	0
ENSG00000259710	9	10	38	2	0	0
ENSG00000259711	0	0	0	0	0	0
ENSG00000259712	4	1	0	0	3	4
ENSG00000259717	1	0	0	0	0	0
ENSG00000259719	0	0	0	0	0	0
ENSG00000259720	0	0	0	0	0	0
ENSG00000259721	0	0	0	0	0	0
ENSG00000259722	0	0	0	0	0	0
ENSG00000259723	3	0	0	0	0	0
ENSG00000259724	0	0	0	0	0	0
ENSG00000259725	0	0	0	0	0	0
ENSG00000259727	0	33	231	1	11	15
ENSG00000259728	0	0	0	0	2	2
ENSG00000259730	0	0	0	0	0	0
ENSG00000259731	0	0	0	0	0	0
ENSG00000259732	0	1	1	1	0	2
ENSG00000259734	0	0	0	0	0	0
ENSG00000259735	0	0	0	0	0	0
ENSG00000259736	12	11	1	15	19	5
ENSG00000259737	0	0	0	0	0	0
ENSG00000259740	0	0	0	0	0	0
ENSG00000259743	0	0	0	0	0	0
ENSG00000259744	2	0	0	1	7	1
ENSG00000259747	0	0	0	0	0	0
ENSG00000259749	7	4	2	1	0	0
ENSG00000259751	11	3	24	18	16	4
ENSG00000259754	0	1	0	0	0	0
ENSG00000259755	5	0	0	0	2	0
ENSG00000259756	0	0	0	0	0	0
ENSG00000259757	0	0	0	0	0	0
ENSG00000259759	0	0	0	0	0	0
ENSG00000259760	0	0	0	0	0	0
ENSG00000259761	0	3	0	0	0	0
ENSG00000259762	2	0	0	0	1	0
ENSG00000259763	0	0	0	0	0	0
ENSG00000259764	0	0	0	1	0	0
ENSG00000259767	2	0	0	0	1	0
ENSG00000259768	25	10	2	8	5	0
ENSG00000259770	15	2	1	199	51	23
ENSG00000259771	1	0	0	0	1	0
ENSG00000259772	3	0	0	0	0	0
ENSG00000259773	2	2	0	9	11	7
ENSG00000259775	9	10	78	5	21	1
ENSG00000259779	0	0	0	0	0	0
ENSG00000259780	0	0	0	0	3	0
ENSG00000259782	0	1	0	0	0	0
ENSG00000259786	1	0	0	0	0	0
ENSG00000259788	0	0	0	0	0	0
ENSG00000259789	0	0	0	0	0	0
ENSG00000259790	382	411	343	313	455	152
ENSG00000259791	0	0	0	0	0	0
ENSG00000259793	2	2	0	2	1	1
ENSG00000259797	0	0	0	0	1	0
ENSG00000259802	25	20	2	37	34	5
ENSG00000259803	36	18	1	10	3	0
ENSG00000259804	10	2	1	10	0	0
ENSG00000259805	0	1	0	0	0	0
ENSG00000259814	0	0	0	2	0	0
ENSG00000259815	0	1	0	0	0	0
ENSG00000259817	0	0	0	0	0	0
ENSG00000259818	4	0	1	0	0	1
ENSG00000259819	0	0	0	0	0	0
ENSG00000259820	268	179	149	737	287	32
ENSG00000259821	0	0	0	1	0	1
ENSG00000259823	0	0	0	0	0	0
ENSG00000259826	6	22	7	11	7	8
ENSG00000259828	0	0	0	0	0	0
ENSG00000259831	0	0	0	0	0	0
ENSG00000259832	0	0	0	0	0	0
ENSG00000259834	10	5	0	75	3	3
ENSG00000259836	0	1	1	0	0	0
ENSG00000259837	0	0	0	0	0	0
ENSG00000259839	0	0	0	0	0	0
ENSG00000259840	0	0	0	0	0	0
ENSG00000259841	0	0	0	0	0	0
ENSG00000259843	0	1	0	0	0	0
ENSG00000259845	4	4	7	11	7	7
ENSG00000259846	0	0	0	0	0	0
ENSG00000259847	0	0	0	0	0	0
ENSG00000259848	0	0	0	0	0	0
ENSG00000259849	2	0	1	0	0	0
ENSG00000259854	0	0	0	0	0	2
ENSG00000259855	0	0	0	0	0	0
ENSG00000259859	0	0	0	2	1	0
ENSG00000259861	0	0	0	0	0	0
ENSG00000259862	0	0	0	0	0	0
ENSG00000259863	3	2	1	6	9	13
ENSG00000259864	0	0	0	0	0	0
ENSG00000259866	0	1	0	0	0	2
ENSG00000259867	0	1	0	5	15	1
ENSG00000259868	5	3	0	1	1	0
ENSG00000259870	0	0	0	0	0	0
ENSG00000259871	0	0	0	0	0	0
ENSG00000259874	0	0	0	0	0	0
ENSG00000259876	0	1	0	0	1	1
ENSG00000259877	35	77	7	74	121	12
ENSG00000259878	0	0	0	0	0	0
ENSG00000259881	0	0	0	0	2	0
ENSG00000259883	0	1	0	0	0	0
ENSG00000259884	0	1	1	0	0	4
ENSG00000259887	1	3	0	1	4	0
ENSG00000259891	7	4	0	8	15	2
ENSG00000259897	0	0	0	0	0	1
ENSG00000259899	0	1	0	0	0	0
ENSG00000259904	72	61	116	1	17	11
ENSG00000259905	2	0	0	7	0	0
ENSG00000259907	0	0	0	0	0	0
ENSG00000259910	0	0	0	0	0	0
ENSG00000259912	0	0	0	0	0	0
ENSG00000259914	0	0	0	0	0	0
ENSG00000259915	0	3	0	3	1	0
ENSG00000259920	1	1	0	0	0	0
ENSG00000259922	1	0	0	0	0	0
ENSG00000259924	54	56	202	51	63	47
ENSG00000259925	0	0	0	0	0	0
ENSG00000259926	0	0	0	0	2	0
ENSG00000259929	0	0	0	0	0	0
ENSG00000259931	2	0	0	6	0	0
ENSG00000259932	1	2	0	1	0	0
ENSG00000259933	13	7	0	0	8	3
ENSG00000259935	0	0	0	0	0	0
ENSG00000259937	7	6	95	3	53	4
ENSG00000259940	2	1	0	3	2	3
ENSG00000259941	3	0	0	1	0	0
ENSG00000259943	151	158	94	24	28	3
ENSG00000259944	0	0	0	0	0	0
ENSG00000259946	0	0	0	0	0	1
ENSG00000259947	0	0	0	0	0	0
ENSG00000259950	2	0	0	1	0	0
ENSG00000259952	0	1	1	0	0	0
ENSG00000259953	19	19	5	3	50	19
ENSG00000259954	0	0	0	5	4	1
ENSG00000259956	3596	3962	1633	2415	2890	688
ENSG00000259957	0	0	0	0	0	0
ENSG00000259959	148	39	214	135	91	48
ENSG00000259961	0	0	0	0	0	0
ENSG00000259962	0	0	0	0	0	0
ENSG00000259963	0	0	0	0	0	0
ENSG00000259964	2	0	0	0	0	0
ENSG00000259967	0	0	0	0	1	0
ENSG00000259968	0	0	0	0	0	0
ENSG00000259969	14	3	1	7	55	4
ENSG00000259971	0	0	0	0	0	0
ENSG00000259972	180	75	183	173	186	51
ENSG00000259974	0	2	1	0	1	0
ENSG00000259977	2	21	41	1	3	7
ENSG00000259981	0	0	0	0	0	0
ENSG00000259983	0	0	0	0	0	0
ENSG00000259985	96	103	55	37	79	12
ENSG00000259986	0	0	1	0	0	0
ENSG00000259989	0	0	0	0	0	0
ENSG00000259992	0	0	0	0	0	0
ENSG00000259994	20	8	3	19	27	7
ENSG00000259995	0	0	0	0	0	0
ENSG00000259996	40	47	3	5	9	1
ENSG00000259998	0	0	0	0	0	0
ENSG00000259999	0	0	0	0	0	0
ENSG00000260000	60	30	68	80	69	19
ENSG00000260001	19	2	47	3	4	6
ENSG00000260003	0	0	0	0	0	0
ENSG00000260004	0	0	0	0	0	0
ENSG00000260005	35	53	45	33	95	42
ENSG00000260007	11	11	1	9	18	11
ENSG00000260008	0	1	0	1	0	0
ENSG00000260009	0	0	0	0	0	0
ENSG00000260010	0	6	1	2	2	0
ENSG00000260011	1	0	0	0	0	0
ENSG00000260012	1	0	1	2	5	0
ENSG00000260014	2	6	0	3	1	0
ENSG00000260015	9	0	1	26	2	0
ENSG00000260017	0	0	0	0	0	0
ENSG00000260018	12	11	2	16	29	16
ENSG00000260019	0	0	0	0	1	0
ENSG00000260021	0	0	0	1	0	0
ENSG00000260022	0	1	0	0	2	0
ENSG00000260025	58	201	6	47	60	19
ENSG00000260026	0	0	0	0	0	0
ENSG00000260027	1	41	78	0	7	0
ENSG00000260029	0	1	0	0	0	0
ENSG00000260030	11	0	0	3	0	0
ENSG00000260032	3435	4613	4109	3256	6920	2236
ENSG00000260034	11	843	8	7	12	3
ENSG00000260035	0	0	0	0	0	0
ENSG00000260036	4	0	2	2	6	1
ENSG00000260037	2	0	0	0	1	0
ENSG00000260038	1	0	0	0	4	4
ENSG00000260041	0	0	0	0	0	0
ENSG00000260042	0	0	0	0	0	0
ENSG00000260046	0	0	0	0	0	0
ENSG00000260052	2	0	0	0	0	0
ENSG00000260057	3	0	0	0	0	0
ENSG00000260058	0	0	0	0	0	0
ENSG00000260059	0	13	0	0	26	2
ENSG00000260062	1	2	2	1	7	0
ENSG00000260063	4	5	2	8	34	3
ENSG00000260064	0	0	0	0	0	0
ENSG00000260066	2	0	0	0	0	0
ENSG00000260067	0	0	0	0	0	0
ENSG00000260068	0	0	0	0	0	0
ENSG00000260070	0	0	0	1	0	0
ENSG00000260071	0	0	0	0	0	0
ENSG00000260072	0	0	0	0	0	0
ENSG00000260073	0	0	0	0	0	0
ENSG00000260077	33	20	1	3	0	0
ENSG00000260078	0	0	0	1	0	0
ENSG00000260081	23	16	0	20	32	12
ENSG00000260082	0	2	1	0	0	1
ENSG00000260083	70	116	233	79	192	72
ENSG00000260086	19	3	0	8	0	0
ENSG00000260088	2	1	0	6	6	0
ENSG00000260090	0	0	0	0	0	0
ENSG00000260093	1	0	0	2	0	1
ENSG00000260095	8	1	0	5	29	3
ENSG00000260100	0	3	0	4	2	1
ENSG00000260101	8	3	1	7	1	10
ENSG00000260102	0	0	0	0	0	0
ENSG00000260103	8	12	0	11	13	1
ENSG00000260105	0	0	0	0	0	1
ENSG00000260109	6	8	1	10	3	1
ENSG00000260112	1	0	6	7	6	6
ENSG00000260113	61	22	0	2	2	1
ENSG00000260115	0	1	0	0	0	0
ENSG00000260118	1	2	0	1	2	1
ENSG00000260120	0	0	0	1	0	0
ENSG00000260121	32	77	92	56	165	161
ENSG00000260123	3	0	1	3	0	0
ENSG00000260125	0	0	0	0	0	0
ENSG00000260131	0	0	0	0	0	0
ENSG00000260132	0	0	0	0	2	0
ENSG00000260134	0	0	0	0	0	0
ENSG00000260135	0	0	0	0	0	0
ENSG00000260136	30	58	80	16	75	19
ENSG00000260137	0	0	0	0	0	0
ENSG00000260139	1	0	0	0	0	1
ENSG00000260142	0	0	0	0	0	0
ENSG00000260144	1	0	0	0	0	0
ENSG00000260145	0	0	0	0	0	0
ENSG00000260146	0	0	1	0	0	0
ENSG00000260148	0	1	0	0	1	0
ENSG00000260151	0	0	0	0	0	0
ENSG00000260152	0	0	0	62	196	81
ENSG00000260153	0	0	0	0	0	0
ENSG00000260156	0	0	0	0	0	0
ENSG00000260160	4	1	1	5	11	1
ENSG00000260161	0	0	0	0	0	0
ENSG00000260162	0	0	0	0	0	0
ENSG00000260163	4	1	0	7	3	2
ENSG00000260166	0	0	0	0	0	0
ENSG00000260167	8	1	0	9	9	2
ENSG00000260171	0	0	0	0	1	0
ENSG00000260172	1	0	0	0	0	0
ENSG00000260173	0	0	0	0	0	0
ENSG00000260174	29	56	14	10	38	10
ENSG00000260177	0	0	0	0	0	0
ENSG00000260179	0	2	0	0	4	5
ENSG00000260182	0	0	0	0	0	0
ENSG00000260183	0	0	0	0	0	0
ENSG00000260185	5	1	0	4	3	2
ENSG00000260186	0	0	1	12	2	2
ENSG00000260187	1	0	0	2	2	0
ENSG00000260188	0	0	0	2	0	0
ENSG00000260192	0	0	0	0	0	0
ENSG00000260193	8	8	164	157	292	126
ENSG00000260194	0	0	0	1	0	0
ENSG00000260196	3	0	0	7	8	21
ENSG00000260197	0	0	0	0	0	0
ENSG00000260198	3	0	0	0	0	3
ENSG00000260202	0	1	0	0	0	0
ENSG00000260205	0	0	0	0	0	0
ENSG00000260206	0	0	0	0	0	0
ENSG00000260209	3	0	0	4	1	0
ENSG00000260212	14	5	1	9	13	6
ENSG00000260213	0	1	0	0	1	0
ENSG00000260217	0	0	0	0	0	0
ENSG00000260219	29	71	1	11	32	12
ENSG00000260220	0	0	0	4	2	3
ENSG00000260223	0	0	0	0	0	0
ENSG00000260224	0	0	0	1	0	0
ENSG00000260228	0	0	0	0	0	2
ENSG00000260230	61	8	4	18	3	2
ENSG00000260232	1	0	0	0	1	1
ENSG00000260233	14	20	1	16	21	5
ENSG00000260234	0	0	0	0	0	0
ENSG00000260235	0	0	0	0	0	0
ENSG00000260236	9	24	4	12	63	5
ENSG00000260237	0	0	0	0	0	0
ENSG00000260239	0	0	0	0	0	2
ENSG00000260240	140	29	163	171	60	30
ENSG00000260244	0	47	159	2	273	0
ENSG00000260247	9	15	4	13	11	4
ENSG00000260249	1	1	0	0	1	0
ENSG00000260251	0	0	0	0	0	0
ENSG00000260252	0	0	0	0	3	0
ENSG00000260253	1	1	0	1	1	3
ENSG00000260255	0	0	0	0	0	0
ENSG00000260256	0	0	0	0	0	0
ENSG00000260257	41	32	93	29	74	17
ENSG00000260258	0	0	0	0	0	0
ENSG00000260259	2	1	0	2	2	0
ENSG00000260260	415	251	166	214	104	57
ENSG00000260262	0	0	0	0	0	1
ENSG00000260264	0	0	0	0	0	0
ENSG00000260265	176	7	1	6	0	0
ENSG00000260266	1	2	0	2	0	0
ENSG00000260267	29	42	10	57	89	61
ENSG00000260268	0	0	0	0	0	0
ENSG00000260269	5	2	0	18	6	1
ENSG00000260271	4	0	0	0	2	1
ENSG00000260273	4	11	1	22	26	8
ENSG00000260274	5	28	0	6	9	4
ENSG00000260275	0	0	0	0	0	0
ENSG00000260276	24	14	35	36	68	18
ENSG00000260277	4	2	1	5	3	1
ENSG00000260278	1	0	0	0	0	2
ENSG00000260279	3	2	0	4	2	1
ENSG00000260281	18	23	27	11	56	28
ENSG00000260282	0	2	1	1	0	0
ENSG00000260284	0	0	0	1	0	0
ENSG00000260285	32	28	91	24	39	19
ENSG00000260286	0	0	0	0	0	0
ENSG00000260288	1	0	1	7	5	0
ENSG00000260289	0	0	0	0	0	0
ENSG00000260290	1511	1795	1132	1263	1549	373
ENSG00000260291	0	0	0	0	0	0
ENSG00000260296	21	18	2	24	59	4
ENSG00000260298	14	8	14	0	4	9
ENSG00000260302	0	0	0	0	2	0
ENSG00000260303	0	0	0	0	0	0
ENSG00000260305	1	0	0	0	0	1
ENSG00000260310	0	2	0	0	4	0
ENSG00000260314	0	3	2	3	21	1
ENSG00000260317	2	14	2	1	23	13
ENSG00000260318	306	223	198	617	583	140
ENSG00000260322	0	0	0	0	0	0
ENSG00000260325	5	1	1	4	8	5
ENSG00000260326	140	65	76	7	4	6
ENSG00000260329	5	13	2	5	10	0
ENSG00000260331	0	2	0	0	0	1
ENSG00000260332	0	0	0	0	0	0
ENSG00000260337	1	0	0	14	7	4
ENSG00000260338	0	0	0	0	0	0
ENSG00000260339	0	7	0	1	14	1
ENSG00000260340	0	0	0	0	0	0
ENSG00000260341	1	2	0	1	0	3
ENSG00000260343	0	0	0	0	0	0
ENSG00000260347	26	7	1	5	4	1
ENSG00000260348	0	0	0	0	0	0
ENSG00000260350	0	0	0	6	4	2
ENSG00000260351	1	0	0	0	0	0
ENSG00000260360	1	1	0	3	5	0
ENSG00000260361	10	3	1	9	37	9
ENSG00000260362	276	0	4	5	0	0
ENSG00000260364	1	1	0	1	0	0
ENSG00000260366	0	0	0	1	1	0
ENSG00000260367	1	7	0	11	15	4
ENSG00000260368	2	3	1	4	10	12
ENSG00000260369	1	1	0	5	5	1
ENSG00000260371	92	80	140	82	69	23
ENSG00000260372	10	8	0	1	0	0
ENSG00000260375	0	0	0	0	0	0
ENSG00000260377	0	0	0	0	0	0
ENSG00000260378	0	0	0	0	0	0
ENSG00000260379	1	1	4	5	5	1
ENSG00000260381	0	0	0	0	1	0
ENSG00000260382	7	3	6	103	80	32
ENSG00000260385	0	0	0	0	0	0
ENSG00000260386	0	0	0	0	0	0
ENSG00000260387	0	0	0	0	0	0
ENSG00000260388	19	3	0	1	1	0
ENSG00000260390	0	1	0	0	0	0
ENSG00000260392	0	0	0	0	0	0
ENSG00000260393	0	0	0	0	0	0
ENSG00000260394	2	0	0	0	4	1
ENSG00000260395	0	0	0	0	2	0
ENSG00000260398	8	1	0	6	0	2
ENSG00000260400	87	83	14	146	154	5
ENSG00000260401	9	575	14	3	51	1
ENSG00000260403	0	0	0	0	0	0
ENSG00000260406	0	0	0	0	0	0
ENSG00000260410	3	0	2	6	4	0
ENSG00000260416	0	0	0	0	0	0
ENSG00000260417	0	0	0	0	0	0
ENSG00000260418	3	5	0	6	12	1
ENSG00000260420	0	0	0	0	0	0
ENSG00000260422	0	0	0	0	1	0
ENSG00000260423	0	1	1	11	5	1
ENSG00000260426	0	0	0	0	0	2
ENSG00000260427	17	11	32	10	15	10
ENSG00000260428	43	9	24	38	101	16
ENSG00000260430	0	0	0	1	0	0
ENSG00000260433	0	0	0	0	0	0
ENSG00000260438	0	0	1	0	0	0
ENSG00000260439	0	1	0	2	0	0
ENSG00000260440	0	1	0	0	0	0
ENSG00000260441	0	0	0	1	1	1
ENSG00000260442	109	21	88	91	7	4
ENSG00000260443	3	2	0	124	91	20
ENSG00000260450	0	0	0	0	0	0
ENSG00000260451	0	0	0	0	0	0
ENSG00000260452	0	1	0	0	0	0
ENSG00000260454	0	0	0	0	0	0
ENSG00000260455	7	4	2	9	19	0
ENSG00000260456	29	39	14	364	197	85
ENSG00000260457	0	0	0	0	0	0
ENSG00000260459	30	49	1	1	10	1
ENSG00000260460	0	0	0	0	1	0
ENSG00000260461	24	16	37	14	19	6
ENSG00000260466	0	0	0	0	0	0
ENSG00000260467	0	0	0	0	1	1
ENSG00000260468	1	3	0	0	5	0
ENSG00000260469	60	4	0	50	0	1
ENSG00000260473	0	13	2	0	5	1
ENSG00000260475	2	1	1	9	15	1
ENSG00000260476	0	0	0	0	0	0
ENSG00000260477	0	0	0	0	0	0
ENSG00000260478	0	0	0	0	0	0
ENSG00000260479	0	0	0	0	0	0
ENSG00000260480	0	0	0	0	0	0
ENSG00000260483	0	0	0	0	0	0
ENSG00000260484	0	0	0	0	0	0
ENSG00000260487	0	0	0	0	0	0
ENSG00000260488	0	0	0	0	0	0
ENSG00000260492	11	0	0	2	0	0
ENSG00000260493	3	0	0	10	1	0
ENSG00000260495	2	0	0	4	25	4
ENSG00000260496	0	0	0	0	0	0
ENSG00000260500	0	1	0	0	0	1
ENSG00000260504	0	0	0	0	0	0
ENSG00000260505	1	0	1	0	0	0
ENSG00000260509	0	1	0	0	1	0
ENSG00000260510	0	0	0	0	0	0
ENSG00000260511	0	0	0	0	0	0
ENSG00000260515	0	0	0	0	0	0
ENSG00000260519	0	0	0	0	0	0
ENSG00000260520	0	0	0	0	0	0
ENSG00000260521	318	674	158	267	294	56
ENSG00000260522	0	0	1	0	0	0
ENSG00000260524	0	0	0	0	0	0
ENSG00000260526	36	25	2	47	25	13
ENSG00000260530	0	0	0	0	0	0
ENSG00000260536	2	0	0	0	2	0
ENSG00000260541	0	0	0	0	0	0
ENSG00000260542	0	0	0	0	0	0
ENSG00000260545	20	16	116	13	31	8
ENSG00000260549	7	1	0	1	0	0
ENSG00000260552	2	1	0	1	3	1
ENSG00000260563	12	18	0	9	26	2
ENSG00000260564	0	2	0	0	0	0
ENSG00000260568	0	0	0	0	0	0
ENSG00000260569	1	0	0	0	0	0
ENSG00000260571	6	2	0	0	1	0
ENSG00000260572	1	4	1	11	7	1
ENSG00000260573	0	0	0	0	0	0
ENSG00000260574	0	0	0	0	0	0
ENSG00000260576	4	10	0	0	3	2
ENSG00000260577	54	250	28	31	183	49
ENSG00000260578	28	4	6	1	7	15
ENSG00000260580	0	0	0	0	0	0
ENSG00000260581	1	2	0	1	0	0
ENSG00000260582	39	13	34	83	10	1
ENSG00000260583	2	0	0	2	6	1
ENSG00000260586	0	0	0	0	1	0
ENSG00000260588	24	23	72	6	4	7
ENSG00000260589	10	4	3	14	18	19
ENSG00000260592	1	2	0	2	0	0
ENSG00000260593	4	0	2	13	7	0
ENSG00000260594	0	0	0	0	0	2
ENSG00000260597	0	1	0	0	1	0
ENSG00000260598	0	0	0	0	0	0
ENSG00000260599	0	0	0	0	0	0
ENSG00000260600	0	0	0	0	0	0
ENSG00000260601	0	0	0	0	0	0
ENSG00000260603	0	0	0	1	0	0
ENSG00000260604	0	1	1	0	1	5
ENSG00000260605	0	0	0	0	0	0
